count,nr_referencyjny
60,BB6575BB
60,6ABFE5B9
60,1F00F253
60,622DDA1D
60,929CE89A
60,A189B5C1
60,0EB67D05
60,77B1FFB6
60,2A21021A
60,AF19EFD9
60,AAC24AA4
60,EDFC2DF9
60,6698DBD9
60,569A1218
60,8969A952
60,64D2F7F3
60,46E9C0AB
60,06302F24
60,390DB797
59,703B8212
59,911670FD
59,7EE14A10
59,A9056424
59,4EC9F689
59,D1729C74
59,4D7719E6
59,8FE0AB42
59,699EF81E
59,4723885F
59,44BFFC0F
59,187ACFA1
59,86548A27
59,3E355444
59,168B1558
59,AD9DAEA9
59,55DABB3D
59,7BDEE0D4
59,77654AFC
59,CBCF18A0
59,CF78CD62
59,E879A726
59,DDF0FA8A
59,790B1265
59,8B82CDEB
59,1D00AC1F
59,325CE14A
59,6D97E6C8
59,A370D94B
59,B2A3FD6B
59,EFED45A8
59,BC8C9E6F
59,3E4FEE73
59,85BCD0DF
59,7F7A44AD
59,A5D8EE90
59,8C5E6603
59,EA9EB2F9
59,FDED7C46
59,23103F94
59,FEFC9532
59,10F4BFD1
59,75CA2DDA
59,7D725C66
59,201489CA
59,7EFAD9EF
59,0F199A0E
59,E53CBC25
59,F7462239
59,51D19A16
59,37FA1971
59,DC8C28A9
59,A0B179CF
58,408B572E
58,1617FC4F
58,0A021ABF
58,134473B7
58,EF86A36A
58,E6EB66E1
58,25C50AD4
58,972D2477
58,F6A8DBC1
58,9F1408CF
58,2B34F5BF
58,0B5CDD84
58,B3B3A278
58,E731C3D2
58,4CA4D1DA
58,B75E1DB3
58,3E3279C2
58,8F7FDCD2
58,855D8972
58,FD47F4AF
58,5E0236E5
58,4DE944FC
58,30F4BC24
58,0641F774
58,FDCD219B
58,1C31CCF5
58,09E82350
58,3A594600
58,6C99B70D
58,13BFEE2B
58,8E5771B0
58,5806D665
58,49F25FE7
58,9F67D341
58,BAAFA68C
58,41D6934F
58,331C3458
58,22E1834C
58,D49A0BB9
58,CA036355
58,6C4DAFC9
57,B262E314
57,B25E8926
57,16B03BFB
57,20ABE66A
57,37C67C05
57,41B55CC7
57,6BABB92D
57,285D4259
57,6D6509AF
57,CA806077
57,6CEA46D6
57,191A67A6
57,B4269845
57,C8327FE0
57,870A7B16
57,B773CCF3
57,09CE17D4
57,3C0F9395
57,617CCC80
57,9044EA5E
57,A5AD5AED
57,8025D068
57,B1FB4DA2
57,2207D524
57,B067D438
57,1DC6E75B
57,DBAD46F1
57,ADA88403
57,1775CEE9
57,353A12BF
57,B7C57353
57,C819D2DA
57,89D472F5
57,B2259687
57,9668D617
57,5ED8F738
57,930F4905
57,E26A7BCC
57,FB6EF9B2
57,26FFFD37
57,24D20299
57,AD8A8A19
57,A2190EF3
57,AEB0063C
57,896D905A
56,436EADE4
56,07388EA0
56,2A06087B
56,A838FB47
56,D63DC3F6
56,CFFBE743
56,D8C1CF89
56,F35C0840
56,78484071
56,456FB4F8
56,5037278F
56,94DF1E52
56,C3FE5942
56,656610F2
56,8D6D5777
56,F592F2B0
56,19167469
56,441A3654
56,4ABB04B5
56,7DFA01EE
56,D116192D
56,426C0B49
56,BAB4012E
56,F8DD4B3D
56,8F469550
56,AF310EDE
56,49F0906F
56,05C2E97B
56,50761EA4
56,B7726669
56,C5D26D76
56,6ED05034
56,6442D725
56,AD300A9A
56,31510C0E
56,8C401744
56,2F93B1D0
56,62256EF5
56,7180E5C7
56,860E3DF0
56,B0BE5D7F
56,874E9A25
56,01346EA0
56,E1FE73E6
56,0032CB3E
56,F660F520
56,2B2B7A50
56,895620BC
56,857FB718
56,5163A3AC
56,D79DC36C
56,65CD883E
56,F26D045D
56,AC0E0A5E
56,444B3CEC
55,F45D3BE3
55,5B6DCD94
55,3F05CDC4
55,A76C1AE8
55,C635EB5B
55,15C62799
55,AA133864
55,048DEC1A
55,58419CE4
55,D699C1AF
55,8074BDCC
55,3EAD2356
55,0D2FAA70
55,BC357A5A
55,357FB414
55,3ED54585
55,C5F45F6F
55,5E82B554
55,5E1B4DE1
55,273446D8
55,A7248321
55,98D7A521
55,1A16ECEA
55,514D546D
55,99B8E101
55,6DB35172
55,4F2479C1
55,8883B3AB
55,0BA59AA9
55,3FCA598A
55,48BB2523
55,FA483072
55,C8D2B492
55,90CEDF82
55,1B2EAF7D
55,94790D7B
55,CE67C19F
55,C81892EF
55,7E944120
55,2051E324
55,A2BCD7C7
55,08B08CAD
55,EE78F39D
55,AA143614
55,84E10830
55,A002FA64
55,F7C1F971
55,64D56FBA
55,66AA3AC7
55,B350414F
55,B3135560
55,9B09AA9E
55,847C9C3A
55,751C0979
55,828924D2
55,F922DAFA
55,5F3E3351
54,EC476A8F
54,68AE2AA6
54,5C35177D
54,6534ED0F
54,E5F49C7A
54,0A1A2AA0
54,71216369
54,547949DF
54,551BE33D
54,7FA0E20A
54,64BFD556
54,BB5F9CD6
54,6B2FC6C2
54,C2E2D4FC
54,B665DD9C
54,901D9713
54,3BF425FA
54,6C1794F0
54,C0932B4E
54,01226D0F
54,D5274781
54,3D28A708
54,B81774FA
54,C05C84C8
54,3FF9DB41
54,A94A1F05
54,FC78F24A
54,67052331
54,645FEA48
54,2E9AD0E4
54,F08ACB5F
54,83DFBBDC
54,38A9A28D
54,54FA7E67
54,64A74DE9
54,9E93E462
54,9F656913
54,DAC1D57B
54,C714EC83
54,6EC4BCB4
54,4E353627
54,A5DC0184
54,699CDCCA
54,4A0A91EE
54,CC6CF012
54,AD2007E4
54,4200E2A9
54,4DFA0735
54,D1941427
54,05ED4AF4
54,79CB71C6
54,0341EE06
54,2D1D959B
54,0BF3D386
54,1FD37D90
54,C6E60BDC
53,F09A1578
53,8A61EE9B
53,BC6F6BAF
53,96BB0024
53,3AEE0DDB
53,C32766AA
53,25282D46
53,7201B83C
53,E2B6387B
53,6B859622
53,63B8A4E8
53,A89495FE
53,F1F34AF6
53,DD9FA47A
53,F477AB08
53,0A9C5927
53,86EDFA9C
53,96B779DF
53,E5446462
53,CEFBE7EC
53,C849C11E
53,AA82CE21
53,CAA12A16
53,113AA722
53,8CE90B9A
53,AB455C8B
53,EA3A7837
53,D262C1BA
53,2EBAC941
53,F92AF2E2
53,DEB0505C
53,22722EF1
53,92A38430
53,B0787737
53,1C8BD092
53,0DD118E9
53,242366AE
53,57CB39C1
53,ACFF280A
53,FD2616C1
53,6BD0AED5
53,DA34787D
52,E5FD7070
52,6478516B
52,0BCF82F9
52,86A12153
52,697A2F25
52,2C4F4F68
52,8123C3FA
52,C53A235D
52,CCBFE57A
52,C9F00832
52,008F7297
52,A2344C5C
52,95331C36
52,5E6DD6A4
52,C1763875
52,65AB624E
52,D62D0513
52,DE20C35E
52,830B7DA9
52,D167153C
52,808927BB
52,01013B42
52,8D30B39F
52,AF575F26
52,85C2B992
52,71670783
52,5D4AB902
52,1A4C327D
52,C4300DBF
52,988454BE
52,4FDE903A
52,DF344EBC
52,416CEACC
52,5ED51056
52,A56BDD23
52,4A7AAD45
52,0AF9341A
52,C5A1B31A
52,F63CF0C9
52,AFAA21AE
52,02812C50
52,5761D677
52,8C9C3C92
52,19E30785
52,27D4BC1B
51,0647D50A
51,68A240C7
51,04920CE9
51,8A70DA2F
51,C60B861B
51,17591B52
51,D36A5AE3
51,FDB8E831
51,D40E5427
51,1EF1614C
51,9186E648
51,15F4115E
51,11EBCC72
51,543EE7BA
51,C32E8BFE
51,6301BB3C
51,2C090328
51,1481E420
51,EA3AB7DB
51,4DE7C9C4
51,5355BF45
51,0B0EC0F9
51,04350EB7
51,0066BC6D
51,9EAFA5BD
51,D6529781
51,E2A12582
51,E659E55C
51,EBC4A41B
51,6426CF0C
51,29F28394
51,F15E8942
51,B109A791
51,C2B332B7
51,CE4E8585
51,14A914E4
51,F785DDD5
51,8D77F725
51,3675485E
51,D385160B
51,FD5E38BC
51,9A54DF6A
51,2C697D6E
50,755DC799
50,49E656B2
50,0F1A6E92
50,DE40CC93
50,D7C38E00
50,E7500161
50,1D125526
50,38D03804
50,E0CDC55E
50,1B6858F7
50,59E24922
50,7952F838
50,B78E6C34
50,1BC95909
50,3C900AF5
50,48CD7AA4
50,2C657439
50,D6DE4300
50,99AB5C48
50,7B89B91F
50,4C982491
50,F2E2C66C
50,DCFB712C
50,2AB2D2E8
50,55E4C2A1
50,D89A27E5
50,CFD77238
50,2B60E970
50,4B8DE347
50,E708E25F
50,1F43F25B
50,6932B381
50,2A7C52D0
50,2E11F097
50,1E5ACAD3
50,9F47BF8E
49,76A392AF
49,A86CD707
49,892D6220
49,E3F22109
49,4EED5DE0
49,F3AD8052
49,569D224F
49,63B2946B
49,AE15413C
49,2CF56966
49,A4253C41
49,26B47958
49,0226CCF7
49,4C2F9F97
49,A065425B
49,D498BBBF
49,5445090D
49,731A1272
49,E781D3CA
49,53610C20
49,41B1EDA3
49,9F2318B0
49,E3BD41CA
49,504E0644
49,594618F7
49,412A653D
49,5653B660
49,8EE41BA1
49,296FA83C
49,38161AB0
49,505E53E5
49,707B76F8
49,7E5CC3D7
49,7DC54856
49,B2226A19
49,264181CF
49,FB61B1E4
49,E0225492
48,EFCB3210
48,CE54AC2F
48,7DA77510
48,383D1C7D
48,0438A1A4
48,62A4F535
48,DAF8750C
48,0A81A03F
48,ACE33BFD
48,D87F8BB0
48,BD9998C6
48,C9D26693
48,DD91D5FF
48,9DEC4C0A
48,7BD72446
48,CFFC4AAD
48,6E72825A
48,6E1F1E8C
48,0B0F7721
48,6AC9F156
48,141F5617
48,4D464D9F
48,6E00A538
48,9681306A
48,A114DFD0
48,628D261F
48,35FF8FB2
48,C5D0E923
48,588EF5AD
48,0ED7C9D1
48,B88A4441
48,D1F5D1A6
48,4A2E1F26
48,4A2D11AD
48,E24E91D9
48,1D116F79
48,590E1A46
48,DD831176
48,C2170CD9
48,D87271EF
48,5FC7AD30
48,B570091C
48,70372908
48,CF617C19
48,A7389376
48,1AF97F7D
48,6F62302E
48,2BFFA4DD
48,3250B093
47,E583AF94
47,2B9CE345
47,C00F2841
47,0034EE76
47,955BA3BC
47,1A745368
47,9F065120
47,42F0A241
47,7811A24A
47,1973767C
47,98A6E3E6
47,BF753845
47,FA8300EA
47,0E1134D5
47,556EE203
47,5A22C941
47,A146004D
47,18BFB1AF
47,1318F262
47,D6566C44
47,3B93399B
47,5F9607F7
47,65E3BB6B
47,BE98EFC8
47,17C9176A
47,4746315D
47,A823E195
47,BA026163
47,86A7C696
47,7DF23854
46,98A8B66C
46,EA966BA0
46,7F6F79F4
46,993BEE57
46,93DEA385
46,A31A9D41
46,E28CE821
46,F5AEA43A
46,73B6CE30
46,1821D58E
46,7E3C1B9F
46,7708C895
46,3994DADF
46,56871833
46,B8EEDC43
46,357996B4
45,EAB57A74
45,5B7749AE
45,50B81F84
45,F98F0D06
45,273CE13A
45,A7864A0D
45,0D0B640C
45,7F3BD440
45,59BE7C41
45,E81C7E79
45,5526216B
45,F5C03806
45,A06245D9
45,F938C98D
45,056B3861
44,28CA39FE
44,F587F9A6
44,3583155C
44,45E702B4
44,C13BDF97
44,CB80D67E
44,F3531D3D
44,2569B1DD
43,2FD7EEA4
43,9C376AB9
43,6C38EAEF
43,B0600720
43,4A739F5C
43,BDD02B02
43,A2FBF1C3
43,0FE44454
43,2B712265
43,DF7D0983
43,664D6E51
42,B08952DE
42,560276FD
42,6284CD6D
42,4AE4D25B
42,42F4FB18
42,50467237
42,A5153232
42,C59CC44E
42,EC548AF7
42,0E57C57D
42,D51778A3
42,320BD22D
42,1B0DF4DF
41,5C60B397
41,2559EDA1
41,B843CC46
41,AF34E27B
41,20B2D6C0
40,66A2A95A
40,B8800085
40,9421C90A
40,B09E230A
40,34AF747D
39,DCFE3088
38,BF04E6C0
38,BADE0BB2
38,FFDC4C78
37,AF124190
37,5B10D260
36,83BE264E
36,8FAE6CC0
35,10987888
35,06C5E680
34,7F399B33
33,8F484AD8
32,DD71B83A
31,078ABD86
31,3A197194
29,6026345F
28,F7CC65E0
28,C2B54DBB
26,3E336734
25,AA37AD52
25,14684148
24,39ABE4BC
23,66EEE9AC
23,550E1BAF
22,28C8EDDE
22,C8B2F178
20,CCA545F1
18,D7EFF440
18,3265CF82
18,A30ED01B
17,224CF2B6
16,1B5C8A58
16,6F181F20
15,4CBD6D53
15,8990AE9C
15,81747B72
15,7E5BF543
14,70515FA5
14,1AEAA6EF
14,66805C9F
13,984E0037
13,5E9BFCAD
13,12D13E7B
12,A94837B1
12,65355FFD
12,5BD9CF67
12,D3389630
12,3675AC5C
12,7288DC70
12,5EC20DAA
12,F7F92681
11,E6962CB6
11,DDF2CC76
11,F9198561
11,831CC48A
11,DF44847E
11,63EE4519
11,2A5A6DB5
11,3859D323
11,01A12294
11,3A497193
10,6CFDCA6F
10,65C162F7
10,52F1F2BC
10,00E3ED79
10,ED8A4AB0
10,4933EA65
10,71B0438B
10,509966EF
10,C47385E6
10,0BC7BC05
10,2D57C997
10,D1020620
10,C9F00276
9,D16730F9
9,27CFA02C
9,7F5B5FEF
9,20E1E614
9,3CB99AED
9,45714720
9,2C28F797
9,028C5D03
9,24D96CA4
9,BDFE8D6B
9,259AF6B9
9,FFEFB73A
9,0E6AD3BC
9,3B4F2914
8,26922AEC
8,F3BB8FE1
8,7E9431B4
8,5259EE4A
8,B5D2099E
8,3DEF4757
8,6177BFE7
8,FB72EC0E
8,413B51A3
8,D7AFDE3E
8,1731B14E
8,4C0D13D3
8,20BB85C0
8,4019CE14
8,C588E5DF
8,0C554E24
8,8A225E3D
8,CF610232
8,39D66802
8,2AC93334
8,D5F11ACE
8,1A7945A4
8,57F231B1
8,1925294E
8,C733D657
8,97168886
8,765C1D55
7,B5FA15F2
7,D57247A6
7,63611ECB
7,3B18715A
7,CC603FA1
7,54A2EC5F
7,B7E128CB
7,33D4D849
7,677C4793
7,3E3487DA
7,F4D17ABE
7,10CBF324
7,1EB04185
7,874531A0
7,1F5542DC
7,59F345C1
7,05FC2A44
7,C35955EF
7,894C925E
7,A287C40C
7,6FEC9A37
7,F369AAA5
7,4BBA4885
7,56282737
7,B8D37175
7,58541825
7,285DC7D7
7,A724736A
7,130811DB
7,FDC7D9FA
7,9B8F23AE
7,E39C1CFC
7,74F4FC96
7,5E1210E6
7,9D7D9574
7,8D87A257
7,50E1AEC9
7,97D256A4
7,8561B845
6,BF568140
6,01A6AFB0
6,044E8651
6,DE9DB46E
6,5B8F7780
6,44726488
6,DF067653
6,5626C8F9
6,2A0B119B
6,457C8FF8
6,D98011DA
6,2CCF51C4
6,B02894CD
6,BFD02322
6,B14E775A
6,18AF1B94
6,B176AD7E
6,13262517
6,58CC94A8
6,D8BE1F19
6,D8536D3C
6,8D7F16E9
6,DB8FD8DB
6,44D61472
6,7D5274D8
6,C6224B61
6,5F27BFB8
6,83A5A282
6,5A1F23E7
6,7DAA461E
6,15DD3651
6,4D37E116
6,35E21C1F
6,75603904
6,6C03793B
6,DD44CDC6
6,2F660A44
6,051A16F6
6,11A35FC0
6,48407A31
6,6B32D6CD
6,0ED18A22
6,2907F42F
6,1E711365
6,486207C5
6,86D13A79
6,815E6212
6,CC0EF792
6,13F225FD
6,8E762620
6,AEE3E6F5
6,034FAFFE
6,EB6F197C
6,856841D2
6,885036C4
6,CAE68371
6,53E09ADD
6,09BDF36B
6,07791D78
6,4A21889F
6,B6B8B402
6,850D6C0F
6,38026ED2
6,16454E5C
6,2C99E542
6,0FD4818B
6,FE48D9DE
6,0561ECF9
5,9AE1D7AF
5,BD4EB8A4
5,ED2E1998
5,4C3D93D6
5,C4E5D2DA
5,B5422BBC
5,5877FC6E
5,E0390B2E
5,9F6B9B83
5,52E29368
5,BAF2AF4F
5,AB71811C
5,C4F1A331
5,1D8922D0
5,2FD42015
5,ACA4AE43
5,C0669D5D
5,1B999898
5,A02E1043
5,C4369580
5,0536FDF5
5,EB7E3434
5,7CD2FD3C
5,9A9B6472
5,4A114D4E
5,98A7196B
5,75633419
5,B9D5E18A
5,7CC2ACB9
5,6CBB933F
5,DA12ECCD
5,BC629F79
5,8683DBDE
5,454CF6D6
5,4952833F
5,70EF628E
5,E5FBD41A
5,FB254B82
5,3E87CC78
5,5CF4EE33
5,1FDDA3F0
5,66A0CBA7
5,B95F046A
5,2CA4D97F
5,7BF519B9
5,1DC61B67
5,BC95E993
5,3E639889
5,ED108F69
5,0635231A
5,3565F51F
5,FAE4C897
5,28A7D049
5,91F0918C
5,10E21DA2
5,81C9540C
5,5CB4AFCA
5,2D97B91B
5,F4CB39C5
5,7A18FF08
5,6155CC1E
5,ACB36503
5,F9263C0A
5,FC00070B
5,6F0552A4
5,2D0CE08E
5,A2F94BB1
5,7DFF41E0
5,3A84FACF
5,CEEBC1C9
5,75779F9A
5,4E6E2DCA
5,81FC4FDD
5,F5FA9CEF
5,F66361F6
5,446541AA
5,4DBEDB67
5,0689CC5C
5,92366C8F
5,75614CD6
5,2BD1D947
5,B7AA4DBE
5,52529CD3
5,45ACB42D
5,3FF372B9
5,CF197927
5,FCDB5C73
5,4144B15F
5,DC0E0BFD
5,6349826B
5,E36B97F1
5,C570172C
5,835385C4
5,E9CC3F03
5,C5AE5F14
5,874AD256
5,59E9B8E7
5,F9DFFBD7
5,40AD491C
5,986B76A7
5,2E53A552
5,A53CF34B
5,702EC9D1
5,50A9FF65
5,DD27840A
5,0D45E35F
5,DB8E536F
5,847D885E
5,33139C71
5,08C7A86B
5,1216B918
5,A5A6E0B1
5,BCFD3203
5,6AF53BE6
4,F6FC4D62
4,34C221F9
4,9DE10DA3
4,DBF9B613
4,028D9B3F
4,23019535
4,2B591D87
4,E78FCCB8
4,07F5F5C5
4,D6382872
4,F7742767
4,A5814498
4,6F802431
4,4194FFC1
4,65DD7775
4,7C969A78
4,2C32CE57
4,FF92A240
4,EE5088BA
4,EE164294
4,87532C58
4,8863C407
4,44DEB2A5
4,1716CFDA
4,F72DCC89
4,8694E4C6
4,9403FD73
4,79793969
4,DAF60346
4,A704497A
4,FD6019B8
4,F6F1A712
4,8C0EDF45
4,8660C62C
4,00061D4E
4,45DB5F0D
4,C5E4D3D2
4,8BED6697
4,098CD72E
4,E86C5105
4,DA4D9A7B
4,B2DB9BF3
4,171F5ECC
4,88AB9FC8
4,8D447BC7
4,C6935E2B
4,D39EA5E8
4,AF80A63B
4,9A16AEB4
4,199F0C0B
4,9474E1D4
4,F05ADFC3
4,E0E898CA
4,8AC7B7BA
4,98DBD96C
4,375C4DC2
4,DF35C789
4,E033BA42
4,DF254700
4,4671711A
4,1D9F7710
4,2244A747
4,56D968F4
4,FB41C5FF
4,6EFBF2A3
4,73096116
4,E9DD6C96
4,CC0E08E3
4,B4C4EB61
4,1C7C1908
4,034975E0
4,F828C486
4,9F1A166F
4,EB559F0C
4,C80ECDA0
4,797B9B63
4,E94D8940
4,FB5C9FA2
4,F5407857
4,9385E27C
4,E0928043
4,963A2491
4,2CC0822D
4,DCB46B0F
4,70725C3F
4,A4FF5AC8
4,41139AC6
4,C5FB1468
4,F8446C3F
4,7E527241
4,6090E423
4,09F5FE42
4,CE3234FA
4,DE177CA7
4,452F2106
4,4BA483FD
4,4C1F9C63
4,478E76BC
4,56E8F917
4,62EEE6A1
4,438078B2
4,334D7B71
4,78DF33DA
4,A9C314BF
4,A3933470
4,EB70D885
4,A7431D93
4,5F0921AF
4,78445382
4,403094CE
4,AFB2DC13
4,18A3942B
4,0F2F15A2
4,2FAD2E17
4,361621F4
4,2EA6D27E
4,37733733
4,F4D151D1
4,F1F7237B
4,FC046EB6
4,020D3B13
4,53E6C514
4,B062D1DD
4,27EC4570
4,1F00305E
4,557460D3
4,DC5F1F3C
4,E3FA52C7
4,1533AECE
4,D240FA45
4,CDD504D1
4,BC590AD1
4,4530E70A
4,0E47F98B
4,828DD878
4,67CBA782
4,E6153591
4,4A6F168F
4,2985DFDA
4,5AC8DD09
4,C45AF6BF
4,C2D79675
4,C147E0C6
4,4F091152
4,F7AFD396
4,536826E7
4,CE67A64A
4,A4C691EA
4,E1186708
4,339E4CD7
4,3B98A76B
4,F1FAA1DF
4,830C1191
4,5421358E
4,A3655D5C
4,82577E8F
4,3BBD7BBF
4,63E75198
4,225C7991
4,5BB7A855
4,E1516FB9
4,093CA7A2
4,0BB72295
4,7F46180B
4,AF2FAC6B
4,D3B5160B
4,0804164F
4,BE8FE4C1
4,3BA72B5C
4,AA4EBE75
4,DCD799E9
4,274F0FF8
4,B1B00FF6
4,C2F1366C
4,1217B452
4,38E3B6C6
4,0ED217AE
4,519B7840
4,48D61EB6
4,08BED212
4,A39E175B
4,57B54267
4,8DD39384
4,FB9F7071
4,A43078C8
4,AC84AF1F
4,24147032
4,22F88698
4,290D65F6
4,E992E923
4,CD7FD151
4,FA250D02
4,BBA5DC49
4,7D0B04DE
4,31D34623
4,52934AF7
4,FA547F1F
4,334B5087
4,086C80EF
4,05F929F6
4,E6203FE9
4,10755116
4,26A9488F
4,519D5679
4,04B5FDBF
4,5AC3299B
4,E2509054
4,2B46D56F
4,BA070F7C
4,FE08F279
4,EF658A79
4,5D28E85E
4,2CF93B3D
4,7A7F0EB7
4,47532C7C
4,54999B89
4,0E2CECF6
4,50D249F4
4,1BC4F5BF
4,15862894
4,20611DAF
4,4F99B8FF
4,2FFEBA6D
4,494C449A
4,968623E5
4,8E65D99B
4,9716CEDD
4,DB73E29E
4,E694BB59
4,C1A65785
4,691B26A1
4,07EF0AC5
4,5DFF5B52
4,83E974BE
4,913BB4B4
4,D52128D4
4,CA34638A
4,2F64FF83
4,1EB37589
4,F5AFBB3C
4,C769B1CF
4,62FF7B21
4,FB202420
4,125232BD
4,E08D48BA
4,C3B95FB2
4,3DAD9CBF
4,D1DF33C3
4,C2655314
4,5D559731
4,7C7EABC1
4,5BFD080F
4,CCE686E8
4,A25368B0
4,A29F9BAB
4,1C94D5BD
4,1629AED9
4,0A160C0C
4,1ACA991C
4,70873E85
4,3559F589
4,DE6AF680
4,7533BD13
4,63DD81DB
3,32CB301D
3,8460B978
